,Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres,worth_reading
124,Paper Towns (Paperback),John Green,4.0,"8,873,634","413,752",46,2008,3.73,1212653,"Young Adult,Fiction,Contemporary,Romance,Mystery,Realistic Fiction,Young Adult,Young Adult,Adventure,Young Adult",yes
125,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,3.97,"2,416,066","190,370",37,2014,4.07,758836,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Womens Fiction,Realistic Fiction,Young Adult,Young Adult,Young Adult",yes
126,All the Bright Places (Hardcover),Jennifer Niven,4.06,"624,153","60,559",19,2015,4.14,484049,"Young Adult,Romance,Contemporary,Fiction,Health,Mental Health,Realistic Fiction,Audiobook,Young Adult,Young Adult",yes
127,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,3.99,"1,610,315","59,300",141,1962,3.99,1137417,"Fantasy,Fiction,Classics,Young Adult,Science Fiction,Childrens,Childrens,Science Fiction,Adventure,Science Fiction Fantasy",yes
128,Eleanor Oliphant Is Completely Fine (Paperback),Gail Honeyman,4.25,"1,051,380","85,287",5,2017,4.25,1051100,"Fiction,Contemporary,Audiobook,Adult,Health,Adult Fiction,Romance,Book Club,Literary Fiction,Novels",yes
129,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.31,"591,334","79,555",36,2012,4.34,494865,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Audiobook,Young Adult,Realistic Fiction,LGBT",yes
130,The Odyssey (Paperback),Homer,3.84,"1,514,834","29,713","1,246",700,3.79,992124,"Classics,Fiction,Poetry,Fantasy,Fantasy,Academic,Literature,Adventure,Academic,Historical",yes
131,Into the Wild (Paperback),Jon Krakauer,4.06,"1,816,797","69,478",43,1996,4.0,1015507,"Nonfiction,Biography,Travel,Adventure,Classics,Autobiography,Environment,Academic,Biography Memoir,Adventure",yes
132,The Last Thing He Told Me (Hardcover),Laura Dave,3.84,"673,324","48,976",14,2021,3.87,592278,"Mystery,Fiction,Thriller,Audiobook,Thriller,Suspense,Contemporary,Adult,Adult Fiction,Mystery",yes
133,"Unbroken: A World War II Story of Survival, Resilience and Redemption (Hardcover)",Laura Hillenbrand,4.35,"1,045,152","54,041",6,2010,4.37,881059,"Nonfiction,History,Biography,War,War,Historical,Audiobook,Autobiography,War,Biography Memoir",yes
134,Sharp Objects (Paperback),Gillian Flynn,4.06,"4,699,849","273,616",21,2006,4.01,882759,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Audiobook,Adult,Contemporary,Horror",yes
135,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.23,"8,430,574","485,054",187,2010,4.32,780999,"Fantasy,Young Adult,Romance,Fantasy,Science Fiction,Historical,Fiction,Fantasy,Paranormal,Historical",yes
136,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.16,"7,067,463","179,290",671,1950,4.23,2547408,"Fantasy,Classics,Fiction,Young Adult,Childrens,Childrens,Adventure,Christian,Fantasy,Christian Fiction",yes
137,The Glass Castle (Paperback),Jeannette Walls,4.24,"1,300,382","76,521",19,2005,4.3,1081589,"Nonfiction,Autobiography,Biography,Biography Memoir,Biography,Book Club,Adult,Audiobook,Academic,Contemporary",yes
138,"If I Stay (If I Stay, #1)",Gayle Forman,3.92,"1,427,808","98,476",30,2009,3.93,834897,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Young Adult,Music,Death,Audiobook,Drama",yes
139,Outliers: The Story of Success (Hardcover),Malcolm Gladwell,4.03,"2,627,137","106,460",90,2008,4.19,708473,"Nonfiction,Psychology,Business,Self Help,Sociology,Science,Audiobook,Self Help,Economics,Leadership",yes
140,"The Notebook (The Notebook, #1)",Nicholas Sparks,4.1,"6,336,786","194,774",193,1996,4.13,1554562,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Adult Fiction,Classics,Romance,Love,Drama",yes
141,The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,4.1,"680,401","38,473",5,2010,4.1,678741,"Nonfiction,Science,History,Biography,Health,Audiobook,Medical,Book Club,Biography Memoir,Historical",yes
142,The Grapes of Wrath (Hardcover),John Steinbeck,3.95,"4,401,139","134,553",461,1939,3.99,847177,"Classics,Fiction,Historical,Literature,Novels,Academic,Literature,Historical,Classics,Young Adult",yes
143,East of Eden (Paperback),John Steinbeck,3.95,"4,401,139","134,553",461,1952,4.4,491518,"Classics,Fiction,Historical,Literature,Novels,Literature,Literary Fiction,Historical,Classics,Literature",yes
144,The Color Purple (Paperback),Alice Walker,4.23,"708,018","26,772",197,1982,4.25,617480,"Classics,Fiction,Historical,Feminism,LGBT,Historical,Cultural,Literature,LGBT,Novels",yes
145,"Beautiful World, Where Are You (Hardcover)",Sally Rooney,3.78,"1,665,108","166,468",33,2021,3.57,274405,"Fiction,Contemporary,Romance,Literary Fiction,Audiobook,Adult,Cultural,Novels,Adult Fiction,European Literature",yes
146,Charlotte's Web (Paperback),E.B. White,4.17,"1,997,007","34,613",136,1952,4.19,1682618,"Classics,Fiction,Childrens,Fantasy,Young Adult,Childrens,Animals,Academic,Childrens,Childrens",yes
147,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.21,"3,294,312","292,062",120,2020,4.28,350720,"Fantasy,Romance,New Adult,Romance,Paranormal,Fantasy,Fiction,Young Adult,Adult,Fantasy",yes
148,When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.39,"561,834","42,955",9,2016,4.39,561236,"Nonfiction,Autobiography,Biography,Health,Medical,Audiobook,Biography,Biography Memoir,Philosophy,Science",yes
149,Dark Places (Hardcover),Gillian Flynn,4.06,"4,699,849","273,616",21,2009,3.95,680600,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Adult,Audiobook,Horror,Contemporary",yes
150,The Martian (Hardcover),Andy Weir,4.28,"1,953,545","196,606",48,2011,4.41,1003902,"Science Fiction,Fiction,Audiobook,Adventure,Space,Adult,Science Fiction Fantasy,Thriller,Humor,Adventure",yes
151,The Unhoneymooners (Paperback),Christina Lauren,3.99,"2,257,526","229,455",74,2019,3.97,566005,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Humor",yes
152,"Ready Player One (Ready Player One, #1)",Ernest Cline,4.09,"1,301,868","128,782",14,2011,4.24,1056220,"Science Fiction,Fiction,Young Adult,Fantasy,Science Fiction,Audiobook,Adventure,Science Fiction Fantasy,Adult,Science Fiction",yes
153,A Man Called Ove (Hardcover),Fredrik Backman,4.26,"2,271,354","270,378",27,2012,4.37,822041,"Fiction,Contemporary,Audiobook,Humor,Adult,Adult Fiction,Book Club,Literary Fiction,Cultural,Novels",yes
154,Bossypants (Kindle Edition),Tina Fey,3.96,"949,773","41,166",9,2011,3.96,949567,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography,Biography Memoir,Feminism,Adult",yes
155,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.05,"2,727,921","84,887",165,1995,4.01,1440192,"Fantasy,Young Adult,Fiction,Childrens,Adventure,Childrens,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction",yes
156,Coraline (Paperback),Neil Gaiman,4.14,"7,226,470","450,330","1,481",2002,4.09,607735,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery",yes
157,The House in the Cerulean Sea (Kindle Edition),T.J. Klune,4.38,"729,679","128,337",55,2020,4.44,389602,"Fantasy,Fiction,LGBT,Romance,Young Adult,Audiobook,LGBT,Adult,Fantasy,Contemporary",yes
158,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.17,"1,701,350","237,349",61,2015,4.07,294867,"Fantasy,Fiction,Young Adult,Fantasy,Adult,Audiobook,Adventure,Historical,Fantasy,Young Adult",yes
159,The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,3.87,"1,452,660","59,872",63,2003,3.89,1381312,"Fiction,Mystery,Young Adult,Contemporary,Classics,Novels,Neurodiversity,Psychology,Academic,Literature",yes
160,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,3.93,"490,031","58,960",4,2021,3.93,431272,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Love,Adult Fiction",yes
161,Anxious People (Paperback),Fredrik Backman,4.26,"2,271,354","270,378",27,2019,4.19,492500,"Fiction,Contemporary,Audiobook,Mystery,Humor,Adult,Literary Fiction,Health,Adult Fiction,Book Club",yes
162,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,4.24,"9,637,673","874,520",70,2022,4.05,381289,"Romance,Fiction,Contemporary,Adult,Audiobook,Romance,New Adult,Womens Fiction,Love,Young Adult",yes
163,The Old Man and the Sea (Hardcover),Ernest Hemingway,3.83,"2,446,480","97,593",944,1952,3.8,1023995,"Classics,Fiction,Literature,Novels,Literature,Academic,Adventure,Literary Fiction,Classics,Literature",yes
164,The Secret Garden (Hardcover),Frances Hodgson Burnett,4.16,"1,422,554","38,142",647,1911,4.15,1067026,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Fantasy,Historical,Literature,Audiobook",yes
165,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.16,"4,926,073","186,954",415,1990,4.25,659912,"Fantasy,Fiction,Humor,Fantasy,Humor,Audiobook,Science Fiction Fantasy,Adult,Science Fiction,Fantasy",yes
166,The Woman in the Window (Kindle Edition),A.J. Finn,3.96,"680,773","55,356",6,2018,3.96,680746,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Thriller,Adult Fiction",yes
167,Persuasion (Paperback),Jane Austen,4.14,"7,410,613","236,945","2,081",1817,4.15,630975,"Classics,Fiction,Romance,Historical,Literature,Historical,Literature,Audiobook,Classics,Romance",yes
169,The Art of War (Paperback),Sun Tzu,3.97,"436,322","16,100",489,500,3.97,425882,"Classics,Nonfiction,Philosophy,History,War,Politics,Business,War,Cultural,Leadership",yes
170,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.46,"32,199,209","716,319",385,2007,4.62,3371557,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy",yes
171,Blink: The Power of Thinking Without Thinking (Paperback),Malcolm Gladwell,4.03,"2,627,137","106,460",90,2005,3.96,559662,"Nonfiction,Psychology,Business,Self Help,Science,Sociology,Audiobook,Self Help,Philosophy,Leadership",yes
172,A Brief History of Time (Paperback),Stephen Hawking,4.19,"707,595","27,905",136,1988,4.2,391842,"Science,Nonfiction,Science,History,Classics,Science,Philosophy,Science,Space,Audiobook",yes
174,A Gentleman in Moscow (Paperback),Amor Towles,4.19,"971,608","97,558",22,2016,4.34,451897,"Historical,Fiction,Historical,Cultural,Audiobook,Book Club,Literary Fiction,Novels,Adult,Adult Fiction",yes
175,Milk and Honey (Paperback),Rupi Kaur,4.05,"960,561","63,189",14,2014,4.01,591783,"Poetry,Feminism,Nonfiction,Contemporary,Adult,Romance,Health,Audiobook,Cultural,Womens",yes
176,Great Expectations (Paperback),Charles Dickens,3.91,"3,609,421","121,932","5,782",1860,3.79,746140,"Classics,Fiction,Literature,Historical,Academic,Novels,Literature,Classics,European Literature,Historical",yes
177,Rebecca (ebook),Daphne du Maurier,4.15,"761,755","54,880",275,1938,4.24,566124,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense",yes
178,The Secret Life of Bees (Paperback),Sue Monk Kidd,4.07,"1,745,246","82,644",38,2001,4.08,1228709,"Fiction,Historical,Young Adult,Classics,Historical,Contemporary,Adult Fiction,Young Adult,Adult,Novels",yes
179,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.98,"2,784,381","68,610",56,2002,3.93,1640243,"Fantasy,Young Adult,Fiction,Fantasy,Adventure,Fantasy,Fantasy,Young Adult,Science Fiction Fantasy,Childrens",yes
180,"Ninth House (Alex Stern, #1)",Leigh Bardugo,4.17,"3,659,366","407,619",69,2019,4.03,194664,"Fantasy,Fiction,Mystery,Adult,Horror,Fantasy,Fantasy,Contemporary,Audiobook,Fantasy",yes
181,"Zero to One: Notes on Startups, or How to Build the Future (Hardcover)",Peter Thiel,4.18,"305,520","7,992",27,2014,4.18,303137,"Business,Nonfiction,Business,Self Help,Economics,Science,Business,Leadership,Buisness,Economics",yes
182,"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",Jared Diamond,4.01,"502,119","20,648",46,1997,4.04,374598,"History,Nonfiction,Science,Anthropology,Sociology,Politics,Economics,Historical,History,Audiobook",yes
183,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.2,"817,207","96,336",35,2020,4.23,320803,"Mystery,Young Adult,Fiction,Contemporary,Romance,Fantasy,Thriller,Thriller,Audiobook,Young Adult",yes
184,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,3.93,"572,768","69,387",7,2018,3.93,348155,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,Adult Fiction,New Adult,Neurodiversity",yes
185,Big Little Lies (Paperback),Liane Moriarty,3.95,"3,271,291","221,862",35,2014,4.3,910829,"Fiction,Mystery,Contemporary,Womens Fiction,Thriller,Audiobook,Adult,Thriller,Adult Fiction,Cultural",yes
186,Thirteen Reasons Why (Hardcover),Jay Asher,3.84,"982,387","65,351",14,2007,3.86,907392,"Young Adult,Contemporary,Fiction,Realistic Fiction,Health,Mystery,Young Adult,Romance,Audiobook,Young Adult",yes
187,The Seven Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,3.87,"311,380","45,135",5,2018,3.87,271884,"Mystery,Fiction,Thriller,Fantasy,Thriller,Mystery,Audiobook,Historical,Adult,Science Fiction",yes
188,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future (Hardcover)",Ashlee Vance,4.2,"348,209","11,709",11,2015,4.2,346432,"Biography,Nonfiction,Business,Science,Science,Audiobook,Biography Memoir,Business,Biography,Leadership",yes
189,"Caraval (Caraval, #1)",Stephanie Garber,4.12,"651,245","88,736",10,2016,4.0,309579,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Mystery,Audiobook,Adventure,Fantasy",yes
190,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.92,"799,433","80,016",12,2010,3.99,432431,"Romance,Young Adult,Contemporary,Womens Fiction,Fiction,Realistic Fiction,Romance,Young Adult,Young Adult,Young Adult",yes
191,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.17,"1,036,195","87,024",46,2001,4.29,571620,"Fiction,Historical,Mystery,Fantasy,Writing,Historical,Cultural,Magical Realism,European Literature,Gothic",yes
192,"Night  (The Night Trilogy, #1)",Elie Wiesel,4.34,"1,200,209","39,501",210,1956,4.36,1138178,"Nonfiction,Classics,History,Autobiography,World War II,Biography,Academic,Historical,War,War",yes
193,The Ocean at the End of the Lane (Hardcover),Neil Gaiman,4.14,"7,226,470","450,330","1,481",2013,4.01,563438,"Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction,Fantasy",yes
194,In Cold Blood (Paperback),Truman Capote,4.01,"947,188","42,691",223,1965,4.08,608294,"Nonfiction,Classics,Crime,Mystery,Mystery,History,Thriller,Literature,Audiobook,Literature",yes
195,Yes Please (Hardcover),Amy Poehler,3.86,"503,759","28,773",5,2014,3.84,491431,"Nonfiction,Autobiography,Humor,Audiobook,Biography,Humor,Biography,Biography Memoir,Feminism,Adult",yes
196,"Moby-Dick or, the Whale (Paperback)",Herman Melville,3.57,"664,896","30,878","1,002",1851,3.53,526159,"Classics,Fiction,Literature,Adventure,Historical,Novels,Literature,Literature,Classics,Audiobook",yes
197,Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,"593,237","50,507",7,2016,4.49,586240,"Nonfiction,Autobiography,Biography,Audiobook,Humor,Biography,Cultural,Biography Memoir,Race,Southern Africa",yes
198,A Short History of Nearly Everything (Paperback),Bill Bryson,4.03,"1,583,115","95,727",78,2003,4.21,358176,"Nonfiction,Science,History,Audiobook,Humor,Science,Science,Historical,Philosophy,Unfinished",yes
199,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.4,"4,949,957","344,988",340,2006,4.47,549467,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Science Fiction Fantasy,Young Adult,Adventure",yes
200,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.86,"1,075,244","91,140",16,2007,3.78,368244,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Suspense,Adult,Audiobook,Contemporary",yes
201,Regretting You (Kindle Edition),Colleen Hoover,4.24,"9,638,832","874,566",70,2019,4.2,333706,"Romance,Contemporary,Fiction,Young Adult,Romance,Audiobook,New Adult,Adult,Womens Fiction,Adult Fiction",yes
202,"Wonder (Wonder, #1)",R.J. Palacio,4.38,"1,105,961","86,366",29,2012,4.39,981811,"Young Adult,Fiction,Childrens,Contemporary,Realistic Fiction,Childrens,Academic,Family,Young Adult,Novels",yes
203,"Legend (Legend, #1)",Marie Lu,4.15,"1,523,399","155,114",44,2011,4.16,492002,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Adventure,Young Adult,Audiobook,Action",yes
204,Pachinko (Kindle Edition),Min Jin Lee,4.29,"394,477","39,247",13,2017,4.32,367835,"Historical,Fiction,Historical,Cultural,Cultural,Literary Fiction,Audiobook,Adult,Literature,Novels",yes
205,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.46,"32,199,613","716,327",385,2005,4.58,2958945,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy",yes
206,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,4.08,"270,642","42,687",24,2019,4.23,120188,"Fantasy,LGBT,Fiction,Adult,LGBT,LGBT,Fantasy,Romance,Fantasy,Fantasy",yes
207,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.46,"32,199,613","716,327",385,2003,4.5,3055531,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy",yes
208,The Road (Hardcover),Cormac McCarthy,4.02,"1,406,700","95,507",46,2006,3.98,819641,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Classics,Horror,Literature,Novels,Science Fiction,Contemporary",yes
209,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,4.0,"1,154,503","87,029",26,2003,3.99,623403,"Nonfiction,History,Crime,Mystery,Historical,Mystery,Audiobook,North American Hi...,Biography,Book Club",yes
210,Such a Fun Age (Hardcover),Kiley Reid,3.82,"447,064","36,561",5,2019,3.82,445180,"Fiction,Contemporary,Audiobook,Adult,Race,Literary Fiction,Adult Fiction,Novels,Book Club,Realistic Fiction",yes
211,Where the Sidewalk Ends (Hardcover),Shel Silverstein,4.34,"3,015,019","42,829",118,1974,4.32,1312130,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Childrens,Childrens,Fantasy",yes
212,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.87,"7,967,724","200,537",134,2003,3.9,2205598,"Fiction,Mystery,Thriller,Thriller,Historical,Suspense,Adventure,Novels,Mystery,Adult",yes
213,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.36,"8,085,275","673,336",87,2020,4.48,334882,"Fantasy,Romance,Fiction,Adult,New Adult,Fantasy,Fairies,Fantasy,Fantasy,Romance",yes
214,"Matched (Matched, #1)",Ally Condie,3.6,"1,171,751","68,896",28,2010,3.63,736628,"Young Adult,Science Fiction,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Audiobook,Futuristic,Apocalyptic",yes
215,On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,4.07,"253,273","34,607",18,2019,4.05,209792,"Fiction,Poetry,LGBT,Contemporary,LGBT,Literary Fiction,Adult,Audiobook,Novels,Adult Fiction",yes
216,Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,4.06,"840,349","56,039",26,2012,4.04,725969,"Nonfiction,Autobiography,Travel,Biography,Adventure,Audiobook,Biography Memoir,Biography,Environment,Adult",yes
