,Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
138,Mystification,Edgar Allan Poe,4.15,1539993,51513,large,new,2.59,small,"Short Stories,Classics,Literature,Horror,Fiction,Gothic,Literature,Humor"
139,Siłaczka,Stefan Żeromski,2.89,22319,1081,medium,new,2.68,medium,"European Literature,Classics,Fiction,Academic,Short Stories,Cultural,Literature,Novels,Academic"
140,In the Land of No Right Angles,Daphne Beal,3.29,361,59,very small,new,2.7,small,"Fiction,Travel,Cultural,Cultural"
141,The Story of Art (Hardcover),E.H. Gombrich,3.96,419784,3783,medium,old,3.95,large,"Art,Nonfiction,History,Art,Reference,Design,Classics,Architecture,Art,Cultural"
142,Greenlights (Hardcover),Matthew McConaughey,4.21,220079,25966,very small,new,4.21,large,"Nonfiction,Audiobook,Autobiography,Biography,Biography,Biography Memoir,Self Help,Philosophy,Adult,Self Help"
143,Lake People,Abi Maxwell,3.21,682,172,very small,new,2.92,small,"Fiction,Adult Fiction,Contemporary,Literary Fiction"
144,"Legendary (Caraval, #2)",Stephanie Garber,4.12,651404,88758,very small,new,4.22,large,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Audiobook,Mystery,Adventure,Fantasy"
145,A Gentleman in Moscow (Paperback),Amor Towles,4.19,971608,97558,small,new,4.34,large,"Historical,Fiction,Historical,Cultural,Audiobook,Book Club,Literary Fiction,Novels,Adult,Adult Fiction"
146,Alice's Adventures in Wonderland (Hardcover),Lewis Carroll,4.05,1522832,42980,large,old,4.0,large,"Classics,Fantasy,Fiction,Childrens,Audiobook,Adventure,Childrens,Young Adult,Literature,Literature"
147,Team of Rivals: The Political Genius of Abraham Lincoln (Paperback),Doris Kearns Goodwin,4.23,274504,15332,small,new,4.26,large,"History,Nonfiction,Biography,Politics,North American Hi...,Military History,Politics,Leadership,Historical,Audiobook"
148,Bad Feminist (Paperback),Roxane Gay,4.06,303088,35484,average,new,3.94,large,"Nonfiction,Feminism,Writing,Autobiography,Audiobook,Womens,Race,Politics,Social Movements,Gender"
149,Trick Mirror: Reflections on Self-Delusion (Hardcover),Jia Tolentino,4.07,62717,7255,very small,new,4.08,large,"Nonfiction,Writing,Feminism,Autobiography,Audiobook,Psychology,Self Help,Contemporary,Politics,Cultural"
150,The Once and Future Witches (Hardcover),Alix E. Harrow,4.01,203837,33510,small,new,4.06,large,"Fantasy,Historical,Fiction,Paranormal,Historical,Fantasy,Adult,Fantasy,Audiobook,LGBT"
151,The Heart's Invisible Furies (Hardcover),John Boyne,4.16,1045043,70117,small,new,4.5,large,"Historical,Fiction,LGBT,Cultural,Historical,Literary Fiction,Audiobook,Contemporary,LGBT,European Literature"
152,Irene Iddesleigh,Amanda McKittrick Ros,2.19,227,53,small,old,2.05,small,"Fiction,Classics,Humor,Historical,Romance"
153,Salt to the Sea (Hardcover),Ruta Sepetys,4.33,538270,69720,very small,new,4.36,large,"Historical,Young Adult,Historical,Fiction,War,War,Audiobook,Romance,Young Adult,Adventure"
154,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,3.94,1634749,124982,small,new,3.65,medium,"Fantasy,Young Adult,Young Adult,Fiction,Fantasy,Adventure,Fantasy,Adventure,Audiobook,Romance"
155,The Shack,William Paul Young,3.8,627614,37213,small,new,3.8,large,"Fiction,Christian,Christian Fiction,Religion,Spirituality,Religion,Inspirational,Religion,Adult Fiction,Adult"
156,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.21,500317,90698,small,new,4.25,large,"Science Fiction,Young Adult,Romance,Fantasy,Fiction,Science Fiction,Audiobook,Space,Thriller,Adventure"
157,All Your Perfects (Paperback),Colleen Hoover,4.24,9638832,874566,medium,new,4.19,large,"Romance,Contemporary,Fiction,New Adult,Romance,Adult,Audiobook,Womens Fiction,Drama,Adult Fiction"
158,Authors vs. Goodreads,Zoe Desh,1.53,290,202,very small,new,1.53,small,"Nonfiction,Humor"
159,"Legend (Legend, #1)",Marie Lu,4.15,1523399,155114,small,new,4.16,large,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Adventure,Young Adult,Audiobook,Action"
160,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.0,469365,15492,large,old,4.12,large,"Fantasy,Fiction,Historical,Mythology,Fantasy,Classics,Historical,Science Fiction Fantasy,Romance,Fantasy"
161,Aliens vs. Predator vs. the Terminator,Mark Schultz,3.94,23976,1974,average,new,2.94,small,"Sequential Art,Sequential Art,Science Fiction,Comics,Horror,Action,Science Fiction"
162,"The Weight Loss Cure """"They"""" Don't Want You to Know About",Kevin Trudeau,3.22,3639,606,small,new,2.93,small,"Health,Self Help,Nonfiction"
163,"Fine, Fine, Fine, Fine, Fine",Diane Williams,3.55,3686,615,medium,new,2.8,small,"Short Stories,Fiction,Adult Fiction,Short Stories,The United States Of America,Literature,Anthologies,Unfinished,Anthologies,Literary Fiction"
164,Love and Other Words (Hardcover),Christina Lauren,3.99,2257595,229463,medium,new,4.34,large,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction,Young Adult"
165,Heartless (Hardcover),Marissa Meyer,4.21,2589838,270012,medium,new,4.09,large,"Fantasy,Young Adult,Romance,Retellings,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Fairy Tales"
166,Ivy Day in the Committee Room,James Joyce,3.75,475816,27859,large,old,2.8,small,"Short Stories,Fiction,Cultural,Classics,Politics,Literature"
167,Nothing,Annie Barrows,4.17,778368,66217,small,new,2.92,small,"Young Adult,Contemporary,Fiction,Realistic Fiction,Audiobook,Young Adult,Young Adult,Humor,Young Adult,Romance"
168,Emotional Intelligence: Why It Can Matter More Than IQ (Hardcover),Daniel Goleman,3.99,199835,10305,average,new,4.04,large,"Psychology,Nonfiction,Self Help,Business,Self Help,Science,Leadership,Education,Business,Audiobook"
169,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.09,2905818,278307,average,new,4.08,large,"Fantasy,Young Adult,Romance,Fairies,Fiction,Young Adult,Fantasy,Audiobook,Romance,Fantasy"
170,Death of X,Jeff Lemire,4.0,364798,36500,large,new,2.97,small,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Comics,Fiction,Graphic Novels Comics,Comics Manga,Sequential Art"
171,Confess (Paperback),Colleen Hoover,4.24,9639290,874594,medium,new,4.18,large,"Romance,New Adult,Contemporary,Fiction,Romance,Young Adult,Audiobook,Adult,Womens Fiction,Drama"
172,Leaves of Grass (Paperback),Walt Whitman,4.12,152018,6155,large,old,4.11,large,"Poetry,Classics,Fiction,Literature,Literature,Literature,Philosophy,Classics,Academic,The United States Of America"
173,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,4.36,8085813,673367,medium,new,3.8,large,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Romance,Fantasy,Young Adult,Novella"
174,Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,4.49,212971,28557,very small,new,4.54,large,"Nonfiction,History,Politics,Race,Audiobook,Social Movements,Sociology,Race,Cultural,North American Hi..."
175,"Wonder (Wonder, #1)",R.J. Palacio,4.38,1105961,86366,small,new,4.39,large,"Young Adult,Fiction,Childrens,Contemporary,Realistic Fiction,Childrens,Academic,Family,Young Adult,Novels"
176,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,3.99,1610315,59300,average,old,3.99,large,"Fantasy,Fiction,Classics,Young Adult,Science Fiction,Childrens,Childrens,Science Fiction,Adventure,Science Fiction Fantasy"
177,The Meowmorphosis,Coleridge Cook,2.94,986,202,very small,new,2.94,small,"Fiction,Fantasy,Humor,Animals,Classics,Retellings,Science Fiction,Adult,Adult Fiction,Horror"
178,Die gordische Schleife,Bernhard Schlink,3.75,215059,14033,medium,new,2.96,small,"Fiction,European Literature,Thriller,Cultural,Contemporary,Novels"
179,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.17,3659486,407633,medium,new,4.61,large,"Fantasy,Young Adult,Fiction,Young Adult,LGBT,Romance,Fantasy,Adventure,Fantasy,Audiobook"
180,The Book of Lost Names (Hardcover),Kristin Harmel,4.26,298562,31726,small,new,4.4,large,"Historical,Fiction,War,Historical,Audiobook,Romance,War,World War II,Adult,Writing"
181,Hemingway Didn't Say That: The Truth Behind Familiar Quotations,Garson O'Toole,2.99,1918,232,very small,new,2.99,medium,"Nonfiction,History,Reference,Business,Humanities,Unfinished,Reference,Language,Writing,Literature"
182,Son of Rosemary,Ira Levin,3.96,234324,13090,medium,new,2.54,medium,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Fantasy,Classics,Suspense,Adult"
183,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,4.12,445393,46820,small,new,3.93,large,"Mystery,Fiction,Mystery,Thriller,Audiobook,Thriller,Contemporary,Humor,Adult,Mystery"
184,A Thousand Splendid Suns (Hardcover),Khaled Hosseini,4.33,4717719,195536,small,new,4.41,large,"Fiction,Historical,Contemporary,Historical,Novels,War,Classics,Adult,Adult Fiction,Drama"
185,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,4.09,139679,21246,very small,new,4.04,large,"Science Fiction,Fiction,Young Adult,Contemporary,Audiobook,LGBT,Adult,Fantasy,LGBT,Mystery"
186,"The Accidental Groupie (The Accidental Groupie, #1)",Simone Holloway,3.22,3877,299,average,new,2.93,small,"Romance,Adult Fiction,Short Stories,New Adult,Womens Fiction,Music,Adult"
187,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,3.99,2306984,88029,medium,new,3.99,large,"Fiction,Young Adult,Childrens,Fantasy,Childrens,Mystery,Adventure,Audiobook,Humor,Childrens"
188,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.95,1065771,104439,small,new,3.98,large,"Mystery,Young Adult,Contemporary,Thriller,Fiction,Thriller,Romance,Audiobook,Mystery,LGBT"
189,Drive: The Surprising Truth About What Motivates Us (Hardcover),Daniel H. Pink,3.91,201754,12363,average,new,3.95,large,"Nonfiction,Business,Psychology,Leadership,Self Help,Self Help,Business,Education,Productivity,Science"
190,Holding Up the Universe (Hardcover),Jennifer Niven,4.06,624222,60562,small,new,3.75,large,"Young Adult,Romance,Contemporary,Fiction,Health,Realistic Fiction,Audiobook,Young Adult,Young Adult,Young Adult"
191,"The Hazel Wood (The Hazel Wood, #1)",Melissa Albert,3.63,112128,17676,very small,new,3.57,large,"Fantasy,Young Adult,Fiction,Young Adult,Fantasy,Mystery,Fantasy,Fantasy,Audiobook,Magical Realism"
192,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.08,1002448,22444,small,new,4.23,large,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Suspense,Thriller,Novels,Adult"
193,"Baldur's Gate (Forgotten Realms: Baldur's Gate, #1)",Philip Athans,3.88,19120,678,medium,new,2.73,medium,"Dungeons and Dragons,Fantasy,Fiction,Role Playing Games,Adventure,Sports and Games,Science Fiction Fantasy,Games,Fantasy,Literature"
194,"Outlander (Outlander, #1)",Diana Gabaldon,4.29,2852758,147520,average,new,4.25,large,"Historical,Romance,Fantasy,Fiction,Science Fiction,Historical,Romance,Adult,Audiobook,Cultural"
195,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.14,3884910,114660,large,old,4.15,large,"Childrens,Fantasy,Fiction,Classics,Young Adult,Childrens,Humor,Adventure,Childrens,Novels"
196,Tao Te Ching (Paperback),Lao Tzu,4.29,148159,6754,large,old,4.29,large,"Philosophy,Nonfiction,Classics,Religion,Spirituality,Poetry,Cultural,Religion,Self Help,Philosophy"
197,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,4.1,868387,104378,small,new,4.29,large,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Audiobook,Fantasy,Fantasy,Adventure,Science Fiction Fantasy"
198,Dr. Jekyll and Mr. Hyde (Paperback),Robert Louis Stevenson,3.85,1327359,50114,large,old,3.83,large,"Classics,Horror,Fiction,Science Fiction,Mystery,Gothic,Fantasy,Literature,Academic,Literature"
199,"Maradonia and the Seven Bridges (Maradonia Series, #1)",Gloria Tesch,2.36,268,77,very small,new,1.9,small,"Fantasy,Childrens,Young Adult,Fiction,Adventure"
200,White Fragility: Why It’s So Hard for White People to Talk About Racism (Audiobook),Robin DiAngelo,4.21,180687,21468,small,new,4.19,large,"Nonfiction,Race,Social Movements,Race,Audiobook,Politics,Sociology,History,Psychology,Adult"
201,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,3.93,160325,15475,small,new,3.91,large,"Historical,Fantasy,Fiction,Fantasy,Mythology,Historical,Retellings,Adult,Audiobook,War"
202,Ace of Spades (Paperback),Faridah Àbíké-Íyímídé,4.24,59076,12069,very small,new,4.24,large,"Young Adult,Mystery,Thriller,LGBT,Contemporary,Fiction,Thriller,LGBT,LGBT,Audiobook"
203,Stones To Abbigale,Onision,1.74,1485,367,very small,new,1.94,small,"Fiction,Contemporary,Young Adult,Drama,Romance"
204,The Rise of Theodore Roosevelt (Paperback),Edmund Morris,4.1,143904,5077,small,old,4.21,large,"Biography,History,Nonfiction,Politics,Politics,North American Hi...,Biography Memoir,Historical,Presidents,Literature"
205,Posh,Lucy   Jackson,2.9,1130,131,very small,new,2.93,small,"Fiction,Womens Fiction,Young Adult,New York,Adult,Adult Fiction,Realistic Fiction,Literature,Drama,Academic"
206,"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,3.93,572836,69395,very small,new,4.0,large,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Health,Adult Fiction,New Adult"
207,Yanko the Musician and Other Stories,Henryk Sienkiewicz,3.74,77709,3538,large,new,2.88,medium,"European Literature,Classics,Academic,Fiction,Short Stories,Childrens,Cultural,Historical,Novels,Positivism"
208,The Lincoln Highway (Hardcover),Amor Towles,4.19,971666,97560,small,new,4.25,large,"Fiction,Historical,Audiobook,Historical,Literary Fiction,Adventure,Book Club,Young Adult,Adult,Adult Fiction"
209,Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.27,3847785,430295,small,new,4.24,large,"Fiction,Historical,Audiobook,Contemporary,Romance,Adult,Music,Historical,Adult Fiction,Literary Fiction"
210,Digital Fortress (Paperback),Dan Brown,3.87,7967792,200538,average,new,3.68,large,"Fiction,Thriller,Mystery,Suspense,Thriller,Mystery,Science Fiction,Novels,Adventure,Adult"
211,Ugly Love (Kindle Edition),Colleen Hoover,4.24,9637673,874520,medium,new,4.18,large,"Romance,New Adult,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Young Adult,Love"
212,All the Sad Young Literary Men,Keith Gessen,4.15,35938,4395,small,new,2.91,medium,"Fiction,Contemporary,Novels,Literary Fiction,Literature,Literature,Literature,Modern,Adult,Cultural"
213,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life (Paperback),Jen Sincero,3.94,251746,16463,average,new,3.95,large,"Self Help,Nonfiction,Self Help,Audiobook,Psychology,Business,Inspirational,Adult,Unfinished,Health"
214,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,4.07,705685,19084,small,new,4.13,large,"Nonfiction,Autobiography,Biography,Classics,Cultural,Biography,Biography Memoir,History,European Literature,Historical"
215,Persuasion (Paperback),Jane Austen,4.14,7410613,236945,large,old,4.15,large,"Classics,Fiction,Romance,Historical,Literature,Historical,Literature,Audiobook,Classics,Romance"
216,It (Paperback),Stephen King,4.06,17484688,775845,large,old,4.25,large,"Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery,Adult,Fantasy,Fantasy"
217,"Justice League of America, Vol. 7: Team History",James Robinson,3.79,78401,6899,large,new,2.8,small,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Graphic Novels Comics,Dc Comics,Sequential Art"
218,Coming of Age at the End of Days,Alice LaPlante,3.54,22593,3491,small,new,2.87,small,"Fiction,Young Adult,Contemporary,Religion,Young Adult,Thriller,Family,Thriller,Adult,Mystery"
219,Wilder Girls (Hardcover),Rory Power,3.49,83995,16697,very small,new,3.48,large,"Horror,Young Adult,LGBT,Mystery,Fiction,Science Fiction,LGBT,Science Fiction,Fantasy,LGBT"
220,"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,3150985,247612,large,new,3.93,large,"Fiction,Fantasy,Magical Realism,Cultural,Science Fiction,Asian Literature,Contemporary,Novels,Literature,Science Fiction"
221,How to Be an Antiracist (Hardcover),Ibram X. Kendi,4.43,203622,26245,small,new,4.38,large,"Nonfiction,Race,Social Movements,Race,Politics,Audiobook,History,Autobiography,Sociology,Cultural"
222,"Cleaving: A Story of Marriage, Meat, and Obsession",Julie Powell,3.68,163102,9403,very small,new,2.46,medium,"Autobiography,Nonfiction,Food and Drink,Biography,Food and Drink,Food and Drink,Adult,Food and Drink,Audiobook,Marriage"
223,The Sun Down Motel (Hardcover),Simone St. James,3.97,321496,41277,very small,new,4.03,large,"Mystery,Horror,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Adult,Paranormal"
224,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,4.17,1701537,237368,medium,new,4.33,large,"Fantasy,Fiction,Young Adult,Fantasy,Adult,LGBT,Romance,Audiobook,Adventure,New Adult"
225,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.33,755478,94899,very small,new,4.36,large,"Mystery,Young Adult,Thriller,Thriller,Fiction,Contemporary,Mystery,Audiobook,Mystery,Suspense"
226,Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,593237,50507,very small,new,4.49,large,"Nonfiction,Autobiography,Biography,Audiobook,Humor,Biography,Cultural,Biography Memoir,Race,Southern Africa"
227,Le Survenant,Germaine Guèvremont,2.83,1223,68,very small,new,2.8,medium,"Classics,Fiction,Academic,Cultural,Cultural,Academic,Roman,Novels,Historical,Audiobook"
228,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future (Hardcover)",Ashlee Vance,4.2,348209,11709,small,new,4.2,large,"Biography,Nonfiction,Business,Science,Science,Audiobook,Biography Memoir,Business,Biography,Leadership"
229,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,4.2,475804,45391,average,new,4.08,large,"Science Fiction,Fiction,Cultural,Science Fiction Fantasy,Fantasy,Audiobook,Science Fiction,Novels,Speculative Fiction,Adult"
230,The Poisonwood Bible (Hardcover),Barbara Kingsolver,4.02,1464814,87602,medium,new,4.08,large,"Fiction,Historical,Cultural,Classics,Historical,Literary Fiction,Literature,Novels,Religion,Adult Fiction"
231,Evicted: Poverty and Profit in the American City (Hardcover),Matthew Desmond,4.47,84689,10472,small,new,4.47,large,"Nonfiction,Sociology,Politics,Social Movements,Economics,History,Audiobook,Social Issues,Social Issues,Race"
232,"Zero to One: Notes on Startups, or How to Build the Future (Hardcover)",Peter Thiel,4.18,305520,7992,small,new,4.18,large,"Business,Nonfiction,Business,Self Help,Economics,Science,Business,Leadership,Buisness,Economics"
233,"Neverwhere (London Below, #1)",Neil Gaiman,4.14,7226538,450339,large,new,4.17,large,"Fantasy,Fiction,Fantasy,Audiobook,Science Fiction Fantasy,Science Fiction,Horror,Adventure,Adult,Young Adult"
