Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
The Transition of Juan Romero,H.P. Lovecraft,2.98,1017,"Horror,Horror,Short Stories,Fiction,Fantasy,Fantasy,Literature,Classics,Lovecraftian,Novels",,,,,
The Woman Who Went to Bed for a Year,Sue Townsend,2.95,13526,"Fiction,Humor,Contemporary,Humor,Womens Fiction,European Literature,Novels,Audiobook,Family,Relationships",,,,,
Fogtown,Andersen Gabrych,2.92,307,"Sequential Art,Sequential Art,Mystery,Mystery,Mystery,LGBT,Historical,Graphic Novels Comics,Fiction,LGBT",,,,,
The Flame Alphabet,Ben Marcus,2.88,5234,"Fiction,Science Fiction,Science Fiction,Novels,Horror,Fantasy,Literary Fiction,Humanities,Speculative Fiction,Literature",,,,,
De leesclub,Renate Dorrestein,2.91,590,"Fiction,Humor,European Literature,Novels,Academic,Book Club,Roman",,,,,
Among the Ten Thousand Things,Julia Pierpont,2.82,11513,"Fiction,Literary Fiction,Contemporary,New York,Family,Marriage,Adult Fiction,Audiobook,Novels,Adult",,,,,
The Brass Bed (Jewel Heiss #1),Jennifer Stevenson,2.9,794,"Romance,Fantasy,Fantasy,Fiction,Romance,Womens Fiction,Humor,Fantasy,Fantasy,Adult Fiction",,,,,
Girls in Trucks,Katie Crouch,2.84,8731,"Fiction,Womens Fiction,Contemporary,American,Adult,Adult Fiction,Young Adult,Young Adult,Romance,Womens",,,,,
Scientology 8-8008: How to Increase Your Spirituality Ability from Zero to Infinity,L. Ron Hubbard,3.02,184,"Religion,Philosophy,Nonfiction",,,,,
The Culling: Rise of the Ravagers,Scott Lobdell,2.84,294,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Young Adult,Graphic Novels Comics,Science Fiction",,,,,
"Eat, Drink and Remarry: Confessions of a Serial Wife",Margo Howard,2.93,119,"Nonfiction,Autobiography,Biography Memoir",,,,,
The Uncoupling,Meg Wolitzer,2.93,8362,"Fiction,Literary Fiction,Contemporary,Audiobook,Novels,Adult Fiction,Magical Realism,Relationships,Womens Fiction,Adult",,,,,
Red Rain,R.L. Stine,2.91,4921,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Adult,Fantasy,Adult Fiction,Novels",,,,,
The Birthing House,Christopher Ransom,2.47,3603,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Paranormal,Adult,Thriller",,,,,
The Tennis Party,Madeleine Wickham,2.98,5663,"Womens Fiction,Fiction,Romance,Contemporary,European Literature,Audiobook,Humor,Adult,Romance,Womens Fiction",,,,,
Rich Again,Anna Maxted,2.59,499,"Womens Fiction,Contemporary,Fiction",,,,,
The House on the Cliff,Charlotte Williams,2.88,631,"Mystery,Fiction,Thriller,Suspense,Contemporary,Gothic,Adult Fiction,Thriller,European Literature,Horror",,,,,
You Don't Scare Me,John Farris,2.88,152,"Horror,Fiction,Thriller,Fantasy",,,,,
Tell-All,Chuck Palahniuk,2.87,13359,"Fiction,Contemporary,Audiobook,Novels,Humor,Adult Fiction,Thriller,Unfinished,Literature,Literature",,,,,
Part-Time Princesses,Monica Gallagher,2.86,298,"Sequential Art,Young Adult,Sequential Art,Young Adult,Graphic Novels Comics,Fiction,LGBT,Realistic Fiction,Young Adult,Young Adult",,,,,
"Attila, King of the Huns: The Man and the Myth",Patrick Howarth,2.97,114,"History,Biography,Nonfiction",,,,,
Love and Death in the Sunshine State: The Story of a Crime,Cutter Wood,2.69,536,"Crime,Nonfiction,Autobiography,Mystery,Mystery,History,Literary Fiction,Literature,Biography,Unfinished",,,,,
"Mister Terrific, Vol. 1: Mind Games",Eric Wallace,2.78,373,"Sequential Art,Sequential Art,Superheroes,Graphic Novels Comics,Science Fiction,Comics,Comics,Action",,,,,
The Little People,John Christopher,2.96,167,"Horror,Fiction,Science Fiction,Fantasy,Adult,German History,Holiday,Science Fiction Fantasy",,,,,
The Shack,William Paul Young,3.8,606187,"Fiction,Christian,Christian Fiction,Religion,Spirituality,Religion,Inspirational,Religion,Adult Fiction,Adult",,,,,
We All Fall Down,Rose Szabo,2.49,865,"Fantasy,Young Adult,LGBT,LGBT,Young Adult,Fiction,Paranormal,Fantasy,Fantasy,Fantasy",,,,,
I Wish My Kids Had Cancer: A Family Surviving the Autism Epidemic,Michael Alan,1.26,35,,,,,,
The Finkler Question,Howard Jacobson,2.81,14987,"Fiction,Literature,Literary Fiction,Contemporary,Literature,European Literature,Novels,Unfinished,Humor,Book Club",,,,,
Le Divorce,Diane Johnson,2.94,4687,"Fiction,Womens Fiction,Cultural,Romance,Contemporary,Novels,Humor,Travel,Literary Fiction,Adult Fiction",,,,,
Walks with Men,Ann Beattie,2.73,1706,"Fiction,Short Stories,Romance,Contemporary,Novella,New York,Novels,Adult,Adult Fiction,Literature",,,,,
The Creator's Map,Emilio Calderón,2.93,327,"Historical,Fiction,Adventure,Thriller,Cultural,Historical,War,War,Cultural,Mystery",,,,,
We Are Totally Normal,Rahul Kanakia,2.66,2991,"LGBT,Young Adult,Contemporary,Romance,LGBT,Fiction,Audiobook,Young Adult,Romance,LGBT",,,,,
Daredevil/Batman: Eye for an Eye,D.G. Chichester,2.73,124,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Superheroes,Comics,Fiction,Graphic Novels Comics,Comics",,,,,
Girl Land,Caitlin Flanagan,2.92,502,"Nonfiction,Feminism,Psychology,Womens,Parenting,Autobiography,Writing,Politics,Sociology,Adult",,,,,
"Antigua: The Land of Fairies, Wizards and Heroes",Larry   Ellis,1.63,76,"Fantasy,Fiction,Young Adult",,,,,
Love Transposed,Chelsy Day,2.83,173,"Romance,Contemporary,Short Stories,Fiction,Novella,Romance,Fantasy,Fantasy",,,,,
Thanos vs. Hulk,Jim Starlin,2.61,236,"Sequential Art,Superheroes,Sequential Art,Comics,Comics,Fiction,Graphic Novels Comics",,,,,
حكايات الجواري في قصور الخلافة,سعيد أبو العينين,2.89,114,History,,,,,
Nasza szkapa,Maria Konopnicka,2.77,562,"European Literature,Classics,Academic,Short Stories,Fiction,Childrens,Cultural,Canon",,,,,
Redemption Prep,Samuel       Miller,2.77,744,"Mystery,Young Adult,Contemporary,Fiction,School Stories,Thriller,Thriller,Science Fiction,Young Adult,Audiobook",,,,,
Amnesia,Peter Carey,2.83,2261,"Fiction,Cultural,Thriller,Contemporary,Mystery,Literary Fiction,Mystery,Audiobook,Novels,Science Fiction",,,,,
A Separation,Katie Kitamura,2.99,14698,"Fiction,Literary Fiction,Contemporary,Mystery,Novels,Cultural,Adult Fiction,Adult,Marriage,Audiobook",,,,,
"The Eye of Jade (A Mei Wang Mystery, #1)",Diane Wei Liang,2.97,1076,"Mystery,Cultural,Fiction,Mystery,Cultural,Literature,Adult,Thriller,Mystery,Audiobook",,,,,
Ivy Day in the Committee Room,James Joyce,2.8,142,"Short Stories,Fiction,Cultural,Classics,Politics,Literature",,,,,
"Rozdzióbią nas kruki, wrony. Utwory powieściowe",Stefan Żeromski,2.96,1081,"Academic,European Literature,Classics,Fiction,Short Stories,Historical,Stories",,,,,
Leaving Isn't the Hardest Thing: Essays,Lauren  Hough,3.27,8693,"Autobiography,Nonfiction,Writing,LGBT,LGBT,Audiobook,Religion,Biography,Feminism,Religion",,,,,
Kind of a Big Deal,Shannon Hale,2.83,3331,"Young Adult,Fantasy,Contemporary,Fiction,Romance,Magical Realism,Young Adult,Audiobook,Young Adult,Young Adult",,,,,
Ten Days in the Hills,Jane Smiley,2.54,1687,"Fiction,Contemporary,Literature,Romance,Unfinished,Literary Fiction,Novels,Adult,Book Club,Womens",,,,,
Ludzie bezdomni,Stefan Żeromski,2.91,4423,"Classics,European Literature,Academic,Fiction,Cultural,Academic,Novels,Literature,Historical,Literature",,,,,
Slave to Fashion,Rebecca    Campbell,2.66,468,"Womens Fiction,Fiction,Humor,Couture,Contemporary,European Literature,Romance",,,,,
Reus,Annelies Verbeke,2.83,343,"European Literature,Fiction,Roman,Literature",,,,,
Wit zand,Kristien Hemmerechts,2.84,194,"Literature,Fiction,Roman",,,,,
Kathleen Hale Is a Crazy Stalker,Kathleen  Hale,2.07,653,"Nonfiction,Writing,Autobiography,Unfinished,Short Stories,Humor",,,,,
"The Last Lost World: Ice Ages, Human Origins, and the Invention of the Pleistocene",Lydia Pyne,2.93,127,"Science,History,Anthropology,Nonfiction,Environment,Environment,Philosophy,Science",,,,,
The Unfinished Land,Greg Bear,2.85,243,"Fantasy,Historical,Historical Fiction,Adventure,Young Adult,Adult,Historical,Science Fiction,Literature,Fiction",,,,,
Pikachu Meets the Press: A Pokemon Newspaper Strip Collection,Gerard Jones,3.89,19,,,,,,
Een zuil van zout,Kristien Hemmerechts,2.87,340,"European Literature,Roman,Fiction",,,,,
Voodoo: Dancing in the Dark,Alan Moore,2.77,168,"Sequential Art,Sequential Art,Fantasy,Graphic Novels Comics,Horror,Superheroes",,,,,
The People We Hate at the Wedding,Grant Ginder,2.85,11969,"Fiction,Contemporary,Womens Fiction,Humor,Audiobook,Adult Fiction,Adult,Family,Romance,LGBT",,,,,
The Boy and the Peddler of Death (The Tale of Onora #1),Dylan Saccoccio,1.54,587,"Fantasy,Fantasy,Novels",,,,,
The Searing,John Coyne,2.88,138,"Horror,Fiction,Science Fiction,Science Fiction Fantasy,Science Fiction",,,,,
The Aryan Christ: The Secret Life of Carl Jung,Richard Noll,3.5,101,"Psychology,History,Biography",,,,,
Barbary Shore,Norman Mailer,2.87,535,"Fiction,Novels,Literature,Literature,New York,Literary Fiction,Anthologies,American",,,,,
The Cleveland Heights LGBTQ Sci-Fi and Fantasy Role Playing Club,Doug Henderson,3.06,203,"LGBT,Fantasy,Fiction,Contemporary,Adult,Humor,LGBT,Realistic Fiction,Games",,,,,
Mrs. God,Peter Straub,2.48,917,"Horror,Fiction,Fantasy,Gothic,Mystery,Thriller,Adult Fiction,Contemporary,Novella,Fantasy",,,,,
Pixu: The Mark of Evil,Gabriel Bá,2.8,519,"Sequential Art,Sequential Art,Horror,Graphic Novels Comics,Sequential Art,Fiction,Comics,Fantasy",,,,,
"Hawk & Dove, Volume 1: First Strikes",Rob Liefeld,2.84,462,"Sequential Art,Sequential Art,Superheroes,Comics,Graphic Novels Comics,Comics",,,,,
Castle of Lies,Kiersi Burkhart,2.72,285,"Fantasy,Young Adult,LGBT,Fantasy,Young Adult,Fantasy,Science Fiction Fantasy,Polyamory,LGBT,Romance",,,,,
A Midsummer Night's Scream,R.L. Stine,2.83,2154,"Horror,Young Adult,Mystery,Thriller,Fantasy,Retellings,Young Adult,Fiction,Romance,Audiobook",,,,,
Aliens vs. Predator vs. the Terminator,Mark Schultz,2.94,141,"Sequential Art,Sequential Art,Science Fiction,Comics,Horror,Action,Science Fiction",,,,,
Traffic,John Ruskin,2.88,678,"Classics,Nonfiction,Art,Writing,Short Stories,Literature,European Literature,Politics,Classics,Philosophy",,,,,
"Life After Death (The Coldest Winter Ever, #2)",Sister Souljah,2.53,2444,"Fiction,Audiobook,Contemporary,Urban,Womens Fiction,Adult Fiction",,,,,
Nothing But Blackened Teeth,Cassandra Khaw,2.74,23914,"Horror,Fiction,Novella,Fantasy,Adult,Fantasy,Audiobook,Paranormal,Short Stories,Cultural",,,,,
Michael Jackson Was My Lover: The Secret Diary Of Jordie Chandler,Victor M. Gutiérrez,2.83,59,,,,,,
"Devour (Institut Scientifique, #1)",Melina Morel,2.84,129,"Romance,Paranormal,Fantasy,Shapeshifters,Fantasy,Romance,Fiction,Fantasy,Fantasy",,,,,
After Alice,Gregory Maguire,2.81,11439,"Fantasy,Fiction,Retellings,Historical,Audiobook,Adult,Fantasy,Adult Fiction,Young Adult,Adventure",,,,,
Four Beasts in One: The Homo-Cameleopard,Edgar Allan Poe,2.51,377,"Short Stories,Classics,Fiction,Humor,Horror,Historical,Literature,Literature",,,,,
"The Longest Line on the Map: The United States, the Pan-American Highway, and the Quest to Link the Americas",Eric Rutkow,2.97,185,"History,Nonfiction,Travel,Politics,Science,North American Hi...,Audiobook,History,Cartography",,,,,
"Controller (Warmer, #3)",Jesse Kellerman,2.73,1122,"Short Stories,Fiction,Science Fiction,Science Fiction,Audiobook,Science Fiction,Environment,The United States Of America,Novella,Environment",,,,,
Stop Feedin' da Boids!,James Sage,2.89,237,"Childrens,Animals,Childrens,Animals,Fiction,Humor,Food and Drink,Childrens,Childrens",,,,,
Even If We Break,Marieke Nijkamp,2.94,4345,"Young Adult,Mystery,Thriller,Horror,LGBT,Thriller,Contemporary,LGBT,Fiction,Suspense",,,,,
Marville Volume 1 TPB,Bill Jemas,1.51,41,"Sequential Art,Superheroes,Sequential Art",,,,,
Freewill,Chris    Lynch,2.85,562,"Young Adult,Mystery,Fiction,Realistic Fiction,Young Adult,Health,Contemporary,Magical Realism,Young Adult,Thriller",,,,,
"Godin, held",Gustaaf Peek,2.78,668,"Fiction,Roman,European Literature,Literature,Love,Novels",,,,,
The Old English Baron,Clara Reeve,2.96,684,"Gothic,Classics,Fiction,Horror,Literature,European Literature,Literature,Mystery,Horror,Romance",,,,,
Snark: A Polemic in Seven Fits,David Denby,2.75,427,"Nonfiction,Humanities,Cultural,Criticism,Sociology,Humor,Audiobook,Philosophy,Culture,Language",,,,,
The Measures Between Us,Ethan Hauser,2.86,242,"Fiction,Unfinished",,,,,
Motherland,Amy Sohn,2.86,1114,"Fiction,Womens Fiction,Contemporary,New York,Adult Fiction,Adult,Novels,Parenting,Relationships,Family",,,,,
The Deceased,Tom Piccirilli,2.83,139,"Horror,Fiction",,,,,
Moon People (Moon People #1),Dale M. Courtney,2.52,167,"Science Fiction,Fiction",,,,,
Wisenheimer: A Childhood Subject to Debate,Mark Oppenheimer,2.93,127,"Autobiography,Nonfiction,Biography,Biography Memoir,Education,Biography",,,,,
القوس والفراشة,محمد الأشعري,2.98,572,"Fiction,Novels,Northern Africa,Moroccan,Cultural,Literature",,,,,
"Journal of a Sneaky Twerp: Gregor ""Shmegegge"" Hufflepuff's Memoir",Jest Ninney,2.92,392,,,,,,
The Godyssey,Rob Liefeld,1.0,0,,,,,,
Alison Wonderland,Helen  Smith,2.46,1579,"Fiction,Mystery,Fantasy,Womens Fiction,European Literature,Contemporary,Humor,Romance,Literary Fiction,Fantasy",,,,,
The Receptionist: An Education at The New Yorker,Janet Groth,2.55,1901,"Autobiography,Nonfiction,Biography,New York,Biography,History,Adult,Biography Memoir,Unfinished,Language",,,,,
The Seasons,Kristijonas Donelaitis,2.63,820,"Poetry,Classics,Fiction,Academic,Academic,Epic",,,,,
X-Tinction Agenda: Warzones!,Marc Guggenheim,2.72,167,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Comics",,,,,
Get Up and Do It!: Essential Steps to Achieve Your Goals,Beechy Colclough,2.99,139,"Nonfiction,Self Help,Audiobook,Self Help",,,,,
Solstice,Lorence Alison,2.92,367,"Horror,Young Adult,Mystery,Thriller,Fiction,Contemporary,Adventure,Adventure,Humor,Young Adult",,,,,
The Third Translation,Matt Bondurant,2.58,474,"Fiction,Mystery,Thriller,Northern Africa,Historical,History,Thriller,Archaeology,Adult Fiction,Literary Fiction",,,,,
"Baldur's Gate II: Shadows of Amn (Forgotten Realms: Baldur's Gate, #2)",Philip Athans,2.69,516,"Dungeons and Dragons,Fantasy,Fiction,Role Playing Games,Adventure,Audiobook,Fantasy,Sports and Games,Games",,,,,
Lisa's Adem,Karel Glastra van Loon,2.81,468,"Fiction,Roman,Contemporary,European Literature",,,,,
Colors Demonic and Divine: Shades of Meaning in the Middle Ages and After,Herman Pleij,3.04,141,"History,Nonfiction,Art,Historical,Historical",,,,,
The Second Shepherd's Play,Wakefield Master,2.77,781,"Plays,Classics,Drama,Academic,Plays,Historical,Academic,Literature,Academic,Literature",,,,,
The Break Up,Charlotte Barnes,2.68,243,"LGBT,LGBT,LGBT,Contemporary,Adult,Romance,Audiobook,Realistic Fiction,LGBT",,,,,
The Butterflies of Grand Canyon,Margaret Erhart,2.59,196,"Fiction,Mystery,Historical,Romance",,,,,
Penelope,Rebecca Harrington,2.67,2896,"Fiction,Contemporary,Young Adult,Academic,Womens Fiction,New Adult,Humor,Adult Fiction,Adult,Novels",,,,,
Beautiful Broken Girls,Kim  Savage,2.7,854,"Young Adult,Mystery,Contemporary,Thriller,Thriller,Fiction,Young Adult,Suspense,Magical Realism,Young Adult",,,,,
A Quiet Adjustment,Benjamin Markovits,2.8,144,"Fiction,Historical,Historical,Historical,European Literature,Literature,Contemporary,Literary Fiction",,,,,
يوسف والرداء,إبراهيم أصلان,2.49,633,"Short Stories,Literature",,,,,
"Lightlark (Lightlark, #1)",Alex Aster,3.48,11627,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Romance,Fantasy,Fantasy,Science Fiction,Audiobook",,,,,
The Ladies' Lending Library,Janice Kulyk Keefer,2.59,669,"Fiction,Historical,Cultural,Womens Fiction,Adult Fiction,Unfinished,Writing,Womens Fiction,Adult,Own",,,,,
O: A Presidential Novel,Anonymous,2.45,251,"Fiction,Politics,Historical",,,,,
Pobre Ana,Blaine Ray,2.72,903,"Academic,European Literature,Academic,Cultural,Realistic Fiction,Fiction,European Literature,Humanities,Young Adult",,,,,
All-New Captain America: Fear Him,Dennis Hopeless,2.7,189,"Sequential Art,Superheroes,Sequential Art,Comics,Fiction,Graphic Novels Comics,Comics",,,,,
The Spy Who Jumped Off the Screen,Thomas Caplan,2.74,376,"Fiction,Thriller,Spy Thriller,Mystery,Thriller,Adventure,Unfinished,Thriller",,,,,
Mrs Hartley And The Growth Centre,Philippa Gregory,2.69,1102,"Fiction,Historical,Contemporary,Romance,Adult,Unfinished,Womens Fiction,Historical,Humor",,,,,
A Real Friend,Jennifer Wolfthal,2.25,103,"Childrens,Science Fiction,Plays,Childrens",,,,,
"Batman: The Blue, the Grey, and the Bat",Elliot S. Maggin,2.96,161,"Sequential Art,Dc Comics,Sequential Art,Superheroes,Comics,Historical,Comics,Westerns,Graphic Novels Comics,Military History",,,,,
Hiding in Plain Sight,Nuruddin Farah,2.87,631,"Fiction,Cultural,Eastern Africa,Literature,Contemporary,LGBT,Adult Fiction,Novels",,,,,
The Last to Die,Kelly  Garrett,2.96,1803,"Mystery,Young Adult,Thriller,Thriller,Fiction,Horror,Mystery,Mystery,Suspense,Young Adult",,,,,
Batman/Spawn: War Devil,Doug Moench,2.66,320,"Sequential Art,Sequential Art,Dc Comics,Comics,Comics,Superheroes,Graphic Novels Comics,Fiction",,,,,
Nad Niemnem,Eliza Orzeszkowa,2.98,2402,"European Literature,Classics,Academic,Fiction,Cultural,Historical,Literature,Literature,Romance,Drama",,,,,
Delusion,Laura L. Sullivan,2.93,174,"Historical,Fantasy,Young Adult,Romance,Historical,War,Fiction,Young Adult,War,Historical Fiction",,,,,
Bunker,Andrea Maria Schenkel,2.5,211,"Mystery,Thriller,Fiction,Roman,Mystery,European Literature,Novella",,,,,
Mystification,Edgar Allan Poe,2.6,221,"Short Stories,Classics,Literature,Horror,Fiction,Gothic,Literature,Humor",,,,,
Get a Life,Nadine Gordimer,2.95,612,"Fiction,Cultural,Southern Africa,Nobel Prize,Literary Fiction,Short Stories,Family,Literature",,,,,
Who Is Rich?,Matthew Klam,2.97,1587,"Fiction,Contemporary,Novels,Literary Fiction,Adult Fiction,Literature,Humor,Literature,Unfinished",,,,,
Landor's Cottage,Edgar Allan Poe,2.46,234,"Short Stories,Fiction,Classics,Horror,Literature",,,,,
Zorba the Hutt's Revenge (Star Wars: Jedi Prince #3),Paul  Davids,2.77,652,"Media Tie In,Science Fiction,Fiction,Fantasy,Young Adult,Childrens,Childrens,Childrens,Novels,Fantasy",,,,,
Game Runner,B.R. Collins,2.84,160,"Science Fiction,Young Adult,Science Fiction,Fiction",,,,,
Indigo,Charlaine Harris,2.86,1018,"Fantasy,Fantasy,Mystery,Fantasy,Fiction,Horror,Anthologies,Science Fiction Fantasy,Audiobook,Fantasy",,,,,
Second-Hand Princess,Lorraine J. Anderson,2.63,252,"Fantasy,Fantasy,Short Stories,Historical,Paranormal,Romance,Fiction",,,,,
Syzyfowe prace,Stefan Żeromski,2.4,5503,"European Literature,Academic,Classics,Fiction,Historical,Academic,Cultural,Literature,Novels,Audiobook",,,,,
The Best Laid Plans,Lynn Edelman Schnurnberger,2.66,383,"Womens Fiction,Fiction,Audiobook",,,,,
The Divided States of Hysteria,Howard Chaykin,2.63,142,"Sequential Art,Sequential Art,Fiction,Mystery,Graphic Novels Comics,Comics,Politics",,,,,
The Catsitters,James Wolcott,2.93,190,"Fiction,Animals,Humor,Novels",,,,,
A Bigamist's Daughter,Alice McDermott,2.96,647,"Fiction,Contemporary,Novels,Literary Fiction,Relationships",,,,,
"The Hot One: A Memoir of Friendship, Sex, and Murder",Carolyn Murnick,2.81,1358,"Crime,Autobiography,Nonfiction,Mystery,Mystery,Biography,Young Adult,Biography,New York,Thriller",,,,,
Lucky You,Erika Carter,2.62,2868,"Fiction,Contemporary,Literary Fiction,Novels,Adult Fiction,Young Adult,Adult,New Adult,Realistic Fiction,Drama",,,,,
The Affairs of Others,Amy Grace Loyd,2.79,1323,"Fiction,Contemporary,Adult,Literary Fiction,New York,Audiobook,Suspense,Novels,Adult Fiction,Adult Fiction",,,,,
